,ConcernAspect,Score,Category
3148,Noticing changes in important places,3.0,Somewhat
3149,Noticing changes in important places,3.0,Somewhat
3150,Noticing changes in important places,4.0,Moderately
3151,Noticing changes in important places,4.0,Moderately
3152,Noticing changes in important places,5.0,Quite a bit
3153,Noticing changes in important places,6.0,Very much
3154,Noticing changes in important places,2.0,Slightly
3155,Noticing changes in important places,7.0,Extremely
3156,Noticing changes in important places,5.0,Quite a bit
3157,Noticing changes in important places,2.0,Slightly
3158,Noticing changes in important places,3.0,Somewhat
3159,Noticing changes in important places,6.0,Very much
3160,Noticing changes in important places,6.0,Very much
3161,Noticing changes in important places,2.0,Slightly
3162,Noticing changes in important places,4.0,Moderately
3163,Noticing changes in important places,4.0,Moderately
3164,Noticing changes in important places,5.0,Quite a bit
3165,Noticing changes in important places,3.0,Somewhat
3166,Noticing changes in important places,6.0,Very much
3167,Noticing changes in important places,5.0,Quite a bit
3168,Noticing changes in important places,1.0,Not at all
3169,Noticing changes in important places,1.0,Not at all
3170,Noticing changes in important places,5.0,Quite a bit
3171,Noticing changes in important places,5.0,Quite a bit
3172,Noticing changes in important places,4.0,Moderately
3173,Noticing changes in important places,1.0,Not at all
3174,Noticing changes in important places,6.0,Very much
3175,Noticing changes in important places,7.0,Extremely
3176,Noticing changes in important places,6.0,Very much
3177,Noticing changes in important places,5.0,Quite a bit
3178,Noticing changes in important places,5.0,Quite a bit
3179,Noticing changes in important places,5.0,Quite a bit
3180,Desire to behave more sustainably,3.0,Somewhat
3181,Desire to behave more sustainably,6.0,Very much
3182,Desire to behave more sustainably,5.0,Quite a bit
3183,Desire to behave more sustainably,7.0,Extremely
3184,Desire to behave more sustainably,3.0,Somewhat
3185,Desire to behave more sustainably,7.0,Extremely
3186,Desire to behave more sustainably,6.0,Very much
3187,Desire to behave more sustainably,1.0,Not at all
3188,Desire to behave more sustainably,7.0,Extremely
3189,Desire to behave more sustainably,5.0,Quite a bit
3190,Desire to behave more sustainably,7.0,Extremely
3191,Desire to behave more sustainably,1.0,Not at all
3192,Desire to behave more sustainably,4.0,Moderately
3193,Desire to behave more sustainably,6.0,Very much
3194,Desire to behave more sustainably,5.0,Quite a bit
3195,Desire to behave more sustainably,3.0,Somewhat
3196,Desire to behave more sustainably,5.0,Quite a bit
3197,Desire to behave more sustainably,5.0,Quite a bit
3198,Desire to behave more sustainably,5.0,Quite a bit
3199,Desire to behave more sustainably,6.0,Very much
3200,Desire to behave more sustainably,6.0,Very much
3201,Desire to behave more sustainably,5.0,Quite a bit
3202,Desire to behave more sustainably,1.0,Not at all
3203,Desire to behave more sustainably,1.0,Not at all
3204,Desire to behave more sustainably,5.0,Quite a bit
3205,Desire to behave more sustainably,5.0,Quite a bit
3206,Desire to behave more sustainably,1.0,Not at all
3207,Desire to behave more sustainably,7.0,Extremely
3208,Desire to behave more sustainably,6.0,Very much
3209,Desire to behave more sustainably,1.0,Not at all
3210,Desire to behave more sustainably,3.0,Somewhat
3211,Desire to behave more sustainably,5.0,Quite a bit
3212,Desire to behave more sustainably,4.0,Moderately
3213,Desire to behave more sustainably,4.0,Moderately
3214,Desire to behave more sustainably,7.0,Extremely
3215,Desire to behave more sustainably,4.0,Moderately
3216,Desire to behave more sustainably,7.0,Extremely
3217,Desire to behave more sustainably,4.0,Moderately
3218,Desire to behave more sustainably,4.0,Moderately
3219,Desire to behave more sustainably,4.0,Moderately
3220,Desire to behave more sustainably,5.0,Quite a bit
3221,Desire to behave more sustainably,4.0,Moderately
3222,Desire to behave more sustainably,6.0,Very much
3223,Desire to behave more sustainably,4.0,Moderately
3224,Desire to behave more sustainably,7.0,Extremely
3225,Desire to behave more sustainably,4.0,Moderately
3226,Desire to behave more sustainably,6.0,Very much
3227,Desire to behave more sustainably,6.0,Very much
3228,Desire to behave more sustainably,4.0,Moderately
3229,Desire to behave more sustainably,6.0,Very much
3230,Desire to behave more sustainably,1.0,Not at all
3231,Desire to behave more sustainably,4.0,Moderately
3232,Desire to behave more sustainably,4.0,Moderately
3233,Desire to behave more sustainably,4.0,Moderately
3234,Desire to behave more sustainably,5.0,Quite a bit
3235,Desire to behave more sustainably,6.0,Very much
3236,Desire to behave more sustainably,7.0,Extremely
3237,Desire to behave more sustainably,4.0,Moderately
3238,Desire to behave more sustainably,5.0,Quite a bit
3239,Desire to behave more sustainably,4.0,Moderately
3240,Desire to behave more sustainably,5.0,Quite a bit
3241,Desire to behave more sustainably,7.0,Extremely
3242,Desire to behave more sustainably,7.0,Extremely
3243,Desire to behave more sustainably,7.0,Extremely
3244,Desire to behave more sustainably,3.0,Somewhat
3245,Desire to behave more sustainably,6.0,Very much
3246,Desire to behave more sustainably,3.0,Somewhat
3247,Desire to behave more sustainably,3.0,Somewhat
3248,Desire to behave more sustainably,7.0,Extremely
3249,Desire to behave more sustainably,4.0,Moderately
3250,Desire to behave more sustainably,6.0,Very much
3251,Desire to behave more sustainably,6.0,Very much
3252,Desire to behave more sustainably,5.0,Quite a bit
3253,Desire to behave more sustainably,3.0,Somewhat
3254,Desire to behave more sustainably,6.0,Very much
3255,Desire to behave more sustainably,5.0,Quite a bit
3256,Desire to behave more sustainably,6.0,Very much
3257,Desire to behave more sustainably,6.0,Very much
3258,Desire to behave more sustainably,3.0,Somewhat
3259,Desire to behave more sustainably,4.0,Moderately
3260,Desire to behave more sustainably,1.0,Not at all
3261,Desire to behave more sustainably,2.0,Slightly
3262,Desire to behave more sustainably,4.0,Moderately
3263,Desire to behave more sustainably,6.0,Very much
3264,Desire to behave more sustainably,4.0,Moderately
3265,Desire to behave more sustainably,1.0,Not at all
3266,Desire to behave more sustainably,7.0,Extremely
3267,Desire to behave more sustainably,6.0,Very much
3268,Desire to behave more sustainably,6.0,Very much
3269,Desire to behave more sustainably,6.0,Very much
3270,Desire to behave more sustainably,1.0,Not at all
3271,Desire to behave more sustainably,7.0,Extremely
3272,Desire to behave more sustainably,4.0,Moderately
3273,Desire to behave more sustainably,7.0,Extremely
3274,Desire to behave more sustainably,6.0,Very much
3275,Desire to behave more sustainably,7.0,Extremely
3276,Desire to behave more sustainably,7.0,Extremely
3277,Desire to behave more sustainably,6.0,Very much
3278,Desire to behave more sustainably,1.0,Not at all
3279,Desire to behave more sustainably,5.0,Quite a bit
3280,Desire to behave more sustainably,5.0,Quite a bit
3281,Desire to behave more sustainably,7.0,Extremely
3282,Desire to behave more sustainably,6.0,Very much
3283,Desire to behave more sustainably,7.0,Extremely
3284,Desire to behave more sustainably,2.0,Slightly
3285,Desire to behave more sustainably,6.0,Very much
3286,Desire to behave more sustainably,7.0,Extremely
3287,Desire to behave more sustainably,6.0,Very much
3288,Desire to behave more sustainably,6.0,Very much
3289,Desire to behave more sustainably,4.0,Moderately
3290,Desire to behave more sustainably,2.0,Slightly
3291,Desire to behave more sustainably,7.0,Extremely
3292,Desire to behave more sustainably,4.0,Moderately
3293,Desire to behave more sustainably,6.0,Very much
3294,Desire to behave more sustainably,6.0,Very much
3295,Desire to behave more sustainably,4.0,Moderately
3296,Desire to behave more sustainably,5.0,Quite a bit
3297,Desire to behave more sustainably,7.0,Extremely
3298,Desire to behave more sustainably,1.0,Not at all
3299,Desire to behave more sustainably,5.0,Quite a bit
3300,Desire to behave more sustainably,5.0,Quite a bit
3301,Desire to behave more sustainably,1.0,Not at all
3302,Desire to behave more sustainably,6.0,Very much
3303,Desire to behave more sustainably,6.0,Very much
3304,Desire to behave more sustainably,5.0,Quite a bit
3305,Desire to behave more sustainably,5.0,Quite a bit
3306,Desire to behave more sustainably,1.0,Not at all
3307,Desire to behave more sustainably,4.0,Moderately
3308,Desire to behave more sustainably,5.0,Quite a bit
3309,Desire to behave more sustainably,6.0,Very much
3310,Desire to behave more sustainably,5.0,Quite a bit
3311,Desire to behave more sustainably,1.0,Not at all
3312,Desire to behave more sustainably,6.0,Very much
3313,Desire to behave more sustainably,5.0,Quite a bit
3314,Desire to behave more sustainably,1.0,Not at all
3315,Desire to behave more sustainably,7.0,Extremely
3316,Desire to behave more sustainably,6.0,Very much
3317,Desire to behave more sustainably,7.0,Extremely
3318,Desire to behave more sustainably,6.0,Very much
3319,Desire to behave more sustainably,2.0,Slightly
3320,Desire to behave more sustainably,3.0,Somewhat
3321,Desire to behave more sustainably,5.0,Quite a bit
3322,Desire to behave more sustainably,2.0,Slightly
3323,Desire to behave more sustainably,4.0,Moderately
3324,Desire to behave more sustainably,4.0,Moderately
3325,Desire to behave more sustainably,5.0,Quite a bit
3326,Desire to behave more sustainably,3.0,Somewhat
3327,Desire to behave more sustainably,4.0,Moderately
3328,Desire to behave more sustainably,4.0,Moderately
